,state,year,county_name,county,cousub,vtd08,vtdid,ward,ward2,ward3,ward4,ward5,ward6,ed,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ad,nopad_vtdid,g2006_USS_tv,g2006_USS_dv,g2006_USS_rv,g2006_USH_tv,g2006_USH_dv,g2006_USH_rv,g2006_GOV_tv,g2006_GOV_dv,g2006_GOV_rv,g2006_STS_tv,g2006_STS_dv,g2006_STS_rv,g2006_STH_tv,g2006_STH_dv,g2006_STH_rv,g2006_REG_tv,g2006_REG_dv,g2006_REG_rv
3660,NY,2006,Kings,47,10022,435,360470435,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047435,347,188,45,347,182,46,347,191,37,347,179,0,347,200,27,632,443,65
3661,NY,2006,Kings,47,10022,436,360470436,NA,NA,NA,NA,NA,NA,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047436,436,277,36,436,251,41,436,264,41,436,238,0,436,255,36,974,655,121
3662,NY,2006,Kings,47,10022,437,360470437,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047437,234,133,37,234,124,36,234,142,23,234,114,0,234,138,22,553,326,104
3663,NY,2006,Kings,47,10022,438,360470438,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047438,220,118,35,220,114,27,220,127,37,220,110,0,220,125,23,543,299,100
3664,NY,2006,Kings,47,10022,439,360470439,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047439,379,202,65,379,190,69,379,213,52,379,182,0,379,210,58,732,490,97
3665,NY,2006,Kings,47,10022,441,360470441,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047441,283,155,21,283,150,24,283,154,22,283,148,0,283,156,24,616,412,72
3666,NY,2006,Kings,47,10022,442,360470442,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047442,318,230,19,318,197,24,318,228,18,318,197,0,318,206,19,659,467,56
3667,NY,2006,Kings,47,10022,443,360470443,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047443,356,217,54,356,187,58,356,217,56,356,176,0,356,233,44,724,468,110
3668,NY,2006,Kings,47,10022,444,360470444,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047444,276,196,29,276,183,24,276,195,22,276,172,0,276,178,21,769,561,67
3669,NY,2006,Kings,47,10022,445,360470445,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047445,363,224,34,363,197,39,363,231,27,363,199,0,363,217,31,854,556,78
3670,NY,2006,Kings,47,10022,446,360470446,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047446,248,140,44,248,128,45,248,146,36,248,126,0,248,138,36,557,318,75
3671,NY,2006,Kings,47,10022,447,360470447,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047447,287,188,47,287,161,47,287,179,37,287,157,0,287,164,33,768,445,101
3672,NY,2006,Kings,47,10022,448,360470448,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047448,339,225,39,339,192,43,339,221,41,339,197,0,339,203,43,768,482,112
3673,NY,2006,Kings,47,10022,449,360470449,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047449,239,157,41,239,134,39,239,146,39,239,128,0,239,136,34,642,358,105
3674,NY,2006,Kings,47,10022,450,360470450,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047450,5,2,0,5,3,0,5,5,0,5,4,0,5,4,0,20,11,5
3675,NY,2006,Kings,47,10022,451,360470451,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047451,15,12,1,15,10,2,15,9,3,15,9,4,15,9,3,114,62,17
3676,NY,2006,Kings,47,10022,452,360470452,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047452,51,38,9,51,23,9,51,36,7,51,25,6,51,22,8,158,96,22
3677,NY,2006,Kings,47,10022,453,360470453,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047453,174,94,55,174,88,31,174,98,34,174,88,33,174,83,31,629,348,110
3678,NY,2006,Kings,47,10022,454,360470454,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047454,89,24,12,89,23,7,89,22,10,89,20,7,89,21,8,132,85,14
3679,NY,2006,Kings,47,10022,455,360470455,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047455,281,211,45,281,167,48,281,204,35,281,183,40,281,178,39,793,501,102
3680,NY,2006,Kings,47,10022,456,360470456,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047456,336,194,77,336,174,65,336,216,41,336,175,59,336,202,42,838,560,98
3681,NY,2006,Kings,47,10022,457,360470457,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047457,329,195,62,329,177,54,329,213,45,329,174,49,329,173,48,851,517,118
3682,NY,2006,Kings,47,10022,458,360470458,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047458,194,110,39,194,86,37,194,112,22,194,87,26,194,96,25,593,352,84
3683,NY,2006,Kings,47,10022,459,360470459,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047459,285,177,49,285,165,45,285,193,40,285,143,41,285,170,34,724,521,75
3684,NY,2006,Kings,47,10022,460,360470460,NA,NA,NA,NA,NA,NA,54,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047460,289,187,38,289,174,37,289,192,34,289,176,29,289,164,35,841,534,94
3685,NY,2006,Kings,47,10022,461,360470461,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047461,154,77,39,154,74,36,154,96,25,154,69,30,154,76,30,393,248,55
3686,NY,2006,Kings,47,10022,462,360470462,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047462,150,102,29,150,75,31,150,102,20,150,84,23,150,83,19,516,316,58
3687,NY,2006,Kings,47,10022,463,360470463,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047463,186,124,34,186,96,31,186,120,28,186,105,26,186,101,29,513,308,87
3688,NY,2006,Kings,47,10022,464,360470464,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047464,177,59,59,177,76,0,177,81,40,177,57,47,177,65,40,537,334,89
3689,NY,2006,Kings,47,10022,465,360470465,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047465,134,67,38,134,71,0,134,81,28,134,60,33,134,59,33,462,284,77
3690,NY,2006,Kings,47,10022,466,360470466,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047466,277,160,91,277,160,0,277,172,62,277,127,60,277,133,50,799,499,115
3691,NY,2006,Kings,47,10022,467,360470467,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047467,179,71,88,179,89,0,179,95,58,179,65,62,179,70,57,541,345,84
3692,NY,2006,Kings,47,10022,468,360470468,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047468,280,139,93,280,186,0,280,181,47,280,163,0,280,148,55,730,484,106
3693,NY,2006,Kings,47,10022,469,360470469,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047469,76,43,18,76,28,16,76,48,0,76,31,16,76,36,11,221,114,39
3694,NY,2006,Kings,47,10022,470,360470470,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047470,178,107,31,178,90,34,178,107,29,178,79,28,178,82,26,551,318,81
3695,NY,2006,Kings,47,10022,471,360470471,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047471,238,146,45,238,120,34,238,155,41,238,119,28,238,121,32,732,461,81
3696,NY,2006,Kings,47,10022,472,360470472,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047472,188,107,48,188,93,42,188,127,31,188,99,0,188,100,33,653,374,109
3697,NY,2006,Kings,47,10022,473,360470473,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047473,278,177,48,278,135,36,278,197,27,278,172,0,278,153,21,661,455,73
3698,NY,2006,Kings,47,10022,474,360470474,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047474,108,38,49,108,39,47,108,52,29,108,53,0,108,48,31,282,174,37
3699,NY,2006,Kings,47,10022,475,360470475,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047475,150,80,36,150,79,33,150,93,26,150,78,0,150,76,26,537,314,77
3700,NY,2006,Kings,47,10022,476,360470476,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047476,178,87,59,178,68,53,178,105,36,178,109,0,178,90,36,674,430,94
3701,NY,2006,Kings,47,10022,477,360470477,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047477,303,188,34,303,187,32,303,193,21,303,169,31,303,188,30,544,403,49
3702,NY,2006,Kings,47,10022,478,360470478,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047478,231,171,21,231,146,24,231,158,20,231,138,21,231,135,22,654,427,54
3703,NY,2006,Kings,47,10022,479,360470479,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047479,333,258,18,333,233,16,333,227,17,333,213,18,333,207,16,832,584,64
3704,NY,2006,Kings,47,10022,480,360470480,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047480,278,163,37,278,143,35,278,164,28,278,135,31,278,140,26,569,401,63
3705,NY,2006,Kings,47,10022,481,360470481,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047481,250,155,15,250,142,14,250,146,15,250,130,15,250,129,16,595,398,59
3706,NY,2006,Kings,47,10022,482,360470482,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047482,299,205,9,299,182,15,299,201,9,299,174,14,299,175,13,612,478,36
3707,NY,2006,Kings,47,10022,483,360470483,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047483,318,248,19,318,227,16,318,248,15,318,202,19,318,200,17,775,547,54
3708,NY,2006,Kings,47,10022,484,360470484,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047484,105,36,37,105,34,33,105,56,19,105,38,22,105,48,21,267,154,45
3709,NY,2006,Kings,47,10022,485,360470485,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047485,184,137,28,184,116,23,184,141,16,184,120,15,184,113,17,659,437,77
3710,NY,2006,Kings,47,10022,486,360470486,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047486,168,80,69,168,67,51,168,103,31,168,71,38,168,76,39,507,305,81
3711,NY,2006,Kings,47,10022,487,360470487,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047487,229,155,38,229,131,34,229,163,21,229,115,30,229,117,32,613,382,71
3712,NY,2006,Kings,47,10022,488,360470488,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047488,136,67,39,136,62,32,136,84,15,136,57,30,136,67,27,396,243,71
3713,NY,2006,Kings,47,10022,489,360470489,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047489,204,149,28,204,142,25,204,156,18,204,131,21,204,132,15,663,433,64
3714,NY,2006,Kings,47,10022,490,360470490,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047490,205,149,14,205,130,14,205,141,18,205,119,12,205,115,14,605,416,58
3715,NY,2006,Kings,47,10022,491,360470491,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047491,298,192,25,298,176,29,298,190,18,298,179,25,298,181,21,594,409,54
3716,NY,2006,Kings,47,10022,492,360470492,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047492,86,60,9,86,53,11,86,60,7,86,48,6,86,54,5,248,178,20
3717,NY,2006,Kings,47,10022,493,360470493,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047493,240,163,15,240,137,18,240,154,14,240,144,0,240,139,16,504,359,40
3718,NY,2006,Kings,47,10022,494,360470494,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047494,95,65,12,95,57,13,95,62,11,95,50,0,95,58,11,0,0,0
3719,NY,2006,Kings,47,10022,495,360470495,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047495,89,66,3,89,51,4,89,64,2,89,49,0,89,49,4,242,170,11
3720,NY,2006,Kings,47,10022,496,360470496,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047496,13,12,1,13,9,0,13,12,0,13,9,0,13,9,0,33,28,1
3721,NY,2006,Kings,47,10022,497,360470497,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047497,323,207,33,323,196,30,323,210,30,323,180,30,323,182,26,765,568,66
3722,NY,2006,Kings,47,10022,498,360470498,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047498,71,49,6,71,54,4,71,44,6,71,46,5,71,48,4,117,96,8
3723,NY,2006,Kings,47,10022,499,360470499,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047499,14,5,8,14,8,0,14,8,3,14,10,0,14,7,5,46,32,12
3724,NY,2006,Kings,47,10022,500,360470500,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,NY,2006,Kings,47,10022,501,360470501,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047501,18,17,0,18,13,1,18,16,0,18,14,0,18,13,1,28,19,4
3726,NY,2006,Kings,47,10022,502,360470502,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047502,23,4,17,23,8,0,23,8,14,23,2,11,23,2,12,90,61,22
3727,NY,2006,Kings,47,10022,504,360470504,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,NY,2006,Kings,47,10022,505,360470505,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047505,66,28,31,66,27,18,66,33,15,66,22,17,66,20,18,291,164,51
3729,NY,2006,Kings,47,10022,506,360470506,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047506,148,98,31,148,70,41,148,85,32,148,65,37,148,60,38,628,392,84
3730,NY,2006,Kings,47,10022,507,360470507,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047507,40,18,2,40,24,1,40,21,2,40,23,0,40,22,2,95,66,8
3731,NY,2006,Kings,47,10022,508,360470508,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047508,110,47,46,110,62,0,110,66,17,110,32,33,110,39,25,299,183,32
3732,NY,2006,Kings,47,10022,509,360470509,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047509,48,23,14,48,8,17,48,29,11,48,18,14,48,19,13,113,73,15
3733,NY,2006,Kings,47,10022,510,360470510,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047510,63,40,7,63,33,8,63,40,3,63,39,0,63,35,8,126,87,16
3734,NY,2006,Kings,47,10022,511,360470511,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36047511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,NY,2006,Kings,47,10022,512,360470512,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,36047512,292,198,61,292,226,0,292,214,45,292,216,0,292,201,71,697,408,152
3736,NY,2006,Kings,47,10022,513,360470513,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,36047513,261,135,83,261,173,0,261,166,58,261,168,0,261,162,75,612,339,152
3737,NY,2006,Kings,47,10022,514,360470514,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,36047514,162,91,51,162,111,0,162,100,42,162,110,0,162,100,46,416,232,99
3738,NY,2006,Kings,47,10022,515,360470515,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,36047515,211,122,69,211,143,0,211,135,53,211,133,0,211,127,63,684,396,136
3739,NY,2006,Kings,47,10022,516,360470516,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,36047516,267,168,60,267,154,0,267,164,47,267,161,0,267,158,59,727,451,120
