,Unnamed: 0,cycle,election,Cand.ID,FEC.ID,NID,ICPSR,ICPSR2,bonica.rid,bonica.cid,Name,Party,State,seat,District,Incum.Chall,cfscore,cfscores.dyn,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,num.givers,num.givers.total,cand.gender,total.disbursements,total.pc.contribs,contribs.from.candidate,unitemized,non.party.ind.exp.for,non.party.ind.exp.against,ind.exp.for,ind.exp.against,comm.cost.for,comm.cost.against,party.coord.exp,party.ind.exp.against,total.receipts,total.indiv.contrib,total.pac.contribs,ran.primary,ran.general,p.elec.stat,s.elec.stat,r.elec.stat,gen.elec.stat,gen.elect.pct,winner,district.partisanship,mu.est80s,mu.est90s,mu.est00s,district.pres.vs,dist.pvs1984,dist.pvs1988,dist.pvs1992,dist.pvs1996,dist.pvs2000,dist.pvs2004,dist.pvs2008,dist.pvs2012,avg.donor.cfscore.in.cd,prop.in.dist.w.org,prop.in.state.w.org,candStatus,fecyear,cand.or.committee,Industry,Sector.Long,Catcode,Catname,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status,before.switch.ICPSR,after.switch.ICPSR,Party.orig
25751,465.142,2010,fd2010,H4TX10028,C00286500,N00006023,295712010,29571,cand1408,3096072243,"DOGGETT, LLOYD",100,TX,federal:house,aa25,I,-0.774249314,-0.830407828,-0.442000002,-0.345999986,-0.382,0.46,537,3783,M,1122083.89,2500,0,57761.69,,,,,,,,,1200342.37,704988.37,355522.81,0,1,W,,,W,52,W,-0.498688549,-0.374945879,-0.050620619,-0.498688549,0.595959604,0.471298486,0.513055205,0.567996502,0.536715508,0.510352552,0.629999995,0.595959604,0.434,0.372360429,0.136390875,0.903262166,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
24415,466.96,2010,fd2010,H0TX26071,C00461582,N00030822,H0TX260712010,H0TX26071,cand39639,4075306607,"DURRANCE, NEIL L",100,TX,federal:house,aa26,C,-1.321638635,-1.256586392,,,,,64,64,M,106027.97,2600,0,17058.01,,,,,,,,,106036.86,59583.53,24659.57,0,1,W,,,L,30,L,0.941607475,1.035696983,1.94690311,0.941607475,0.414141417,0.234103397,0.312475294,0.307673901,0.324038595,0.275682211,0.349999994,0.414141417,0.354,0.782135219,0.566080568,0.966987864,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
25819,466.97,2010,fd2010,H2TX26093,C00372532,N00025219,203552010,20355,cand921,3980085468,"BURGESS, MICHAEL CLIFTON",200,TX,federal:house,aa26,I,1.059118823,1.060823533,0.546000004,-0.107000001,0.814,-0.018,245,1122,M,1031170.37,0,0,31747,,,,,,,,,1019693.23,256742.51,758150,0,1,W,,,W,67,W,0.941607475,1.035696983,1.94690311,0.941607475,0.414141417,0.234103397,0.312475294,0.307673901,0.324038595,0.275682211,0.349999994,0.414141417,0.354,0.782135219,0.075002429,0.803841661,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
24411,467.74,2010,fd2010,H0TX27061,C00473736,N00031672,H0TX270612010,21184,cand1172,4068310326,"FARENTHOLD, RANDOLPH BLAKE",200,TX,federal:house,aa27,C,1.084053203,1.118639678,0.546999991,0.107000001,,,233,599,M,562849.26,0,150611.67,50822.1,,,,,,,,,629930.66,342408.55,61481.2,0,1,W,,,W,47,W,0.193325341,-0.466105968,-0.13968803,0.193325341,0.535353541,0.469526589,0.536854208,0.571704268,0.603235006,0.502992034,0.449999988,0.535353541,0.404,0.593305264,0.601347508,0.974925983,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
25818,467.78,2010,fd2010,H2TX27026,C00149187,N00005998,150492010,15049,cand635,4695071601,"ORTIZ, SOLOMON P",100,TX,federal:house,aa27,I,0.095722379,-0.152380454,-0.272000015,0.591000021,-0.342,0.477,389,1284,M,1244875.56,7845.12,95000,19118.59,,,,,,,,,1223981.55,520837.33,585366.5,0,1,W,,,L,47,L,0.193325341,-0.466105968,-0.13968803,0.193325341,0.535353541,0.469526589,0.536854208,0.571704268,0.603235006,0.502992034,0.449999988,0.535353541,0.404,0.593305264,0.176389945,0.678006037,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
24409,468.7,2010,fd2010,H0TX28044,C00473686,N00031673,H0TX280442010,H0TX28044,cand39651,,"UNDERWOOD, BRYAN KEITH",200,TX,federal:house,aa28,C,1.408495633,1.39777509,,,,,74,74,M,150931.8,500,0,64444.38,,,,,,,,,150962.34,148111.34,2000,0,1,W,,,L,42,L,0.034013394,,-0.617901325,0.034013394,0.560000002,,,0.6472404,0.662998199,0.571993053,0.474747509,0.560000002,0.586,0.470383255,0.719930159,0.996576958,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
25820,468.73,2010,fd2010,H2TX23082,C00371302,N00024978,205332010,20533,cand956,4187404346,"CUELLAR, ROBERTO ENRIQUE",100,TX,federal:house,aa28,I,0.272144715,0.136946887,-0.244000003,0.662,-0.227,0.573,495,2582,M,1152108.76,76.07,0,14991.13,,,,,,,,,1247643.39,641619.02,572727.42,0,1,W,,,W,56,W,0.034013394,,-0.617901325,0.034013394,0.560000002,,,0.6472404,0.662998199,0.571993053,0.474747509,0.560000002,0.586,0.470383255,0.216944052,0.933853021,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
24407,469.73,2010,fd2010,H0TX29075,C00472787,N00031553,H0TX290752010,H0TX29075,cand39658,,"MORALES, ROGELIO 'ROY' JR",200,TX,federal:house,aa29,C,1.291942283,1.279605456,,,,,160,161,M,296797.4,1500,2500,34322.4,,,,,,,,,296885.36,288835.36,3850,0,1,W,,,L,34,L,-0.448742926,,-0.871643484,-0.448742926,0.620000005,,,0.630724967,0.647559583,0.609089792,0.555555582,0.620000005,0.626,0.442290792,0.065017786,0.970854892,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
25752,469.75,2010,fd2010,H2TX29030,C00254185,N00005870,205292010,20529,cand952,,"GREEN, RAYMOND E. 'GENE'",100,TX,federal:house,aa29,I,-0.46750016,-0.266451514,-0.430999994,0.296000004,-0.381,-0.096,189,550,M,1459636.68,0,0,50353,0,0,0,0,0,0,0,0,1524040.32,444106.85,1035447.47,0,1,W,,,W,64,W,-0.448742926,,-0.871643484,-0.448742926,0.620000005,,,0.630724967,0.647559583,0.609089792,0.555555582,0.620000005,0.626,0.442290792,0.009159843,0.891227858,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
24406,470.57,2010,fd2010,H0TX30040,C00471284,N00031420,H0TX300402010,H0TX30040,cand39665,4187401972,"BRODEN, STEPHEN EDWARD",200,TX,federal:house,bb30,C,1.433458295,1.421702012,,,,,459,460,M,662763.66,0,24000,215812.44,,,,,,,,,701888.7,653120.3,24248,0,1,W,,,L,21,L,-1.612683415,,-1.76334703,-1.612683415,0.819999993,,,0.745227873,0.733251572,0.709765673,0.75,0.819999993,0.788,0.372204851,0.309955771,0.912040488,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
25824,470.59,2010,fd2010,H2TX00015,C00254573,N00008122,393052010,39305,cand1556,,"JOHNSON, EDDIE BERNICE",100,TX,federal:house,aa30,I,-0.341880461,-0.296499781,-0.503000021,0.159999996,-0.499,-0.148,271,1211,M,572967.89,2600,0,30101.96,,,,,,,,,613624.36,257528.54,353495.82,0,1,W,,,W,75,W,-1.612683415,,-1.76334703,-1.612683415,0.819999993,,,0.745227873,0.733251572,0.709765673,0.75,0.819999993,0.788,0.372204851,0.087989981,0.868075361,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
25816,471.36,2010,fd2010,H2TX31044,C00371203,N00025095,203562010,20356,cand922,,"CARTER, JOHN RICE",200,TX,federal:house,kk31,I,1.021821672,1.029453553,0.507000029,0.38499999,0.491,0.871,389,1475,M,712429.7,250,0,45395.78,,,,,,,,,997508.23,625157.49,370384.04,0,1,W,,,W,82,W,0.890870631,,,0.890870631,0.419999987,,,,,,0.333333284,0.419999987,0.434,0.711742871,0.299342772,0.976422974,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
24404,472.3,2010,fd2010,H0TX32012,C00464610,N00030961,H0TX320122010,H0TX32012,cand39670,29075805325,"RAGGIO, GRIER",100,TX,federal:house,kk32,C,-0.894720764,-0.843590712,,,,,555,556,M,657354.42,5359.87,155000,36757.54,,,,,,,,,669551.69,441433.24,7500,0,1,W,,,L,34,L,0.607524872,,,0.607524872,0.464646459,,,,,,0.400000006,0.464646459,0.444,0.565241371,0.276792914,0.82508121,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
25822,472.32,2010,fd2010,H2TX03126,C00303305,N00005681,297592010,29759,cand1484,3845983360,"SESSIONS, PETER ANDERSON",200,TX,federal:house,kk32,I,1.063418079,0.975753211,0.609000027,-0.023,0.784,0.15,691,4241,M,1932338.67,125,0,62208.99,,,,,,,,,2153120.2,1068387.39,1031526.4,0,1,W,,,W,62,W,0.607524872,,,0.607524872,0.464646459,,,,,,0.400000006,0.464646459,0.444,0.565241371,0.219122312,0.92736562,C,2010,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
