COUNTY NUMBER,COUNTY NAME,STATE PRC CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,"McCain, John (R)","Obama, Barack (D)","Chabot, Steve (R)","Driehaus, Steve (D)","Schmidt, Jean (R)","Wulsin, Victoria (D)","Mitakides, Jane (D)","Turner, Mike (R)","Carroll, Mike (D)","Jordan, Jim (R)","Latta, Bob (R)","Mays, George (D)","Stobbs, Richard (R)","Wilson, Charlie (D)","Austria, Steve (R)","Neuhardt, Sharen (D)","Boehner, John (R)","VonStein, Nicholas (D)","Kaptur, Marcy (D)","Leavitt, Bradley (R)","Kucinich, Dennis (D)","Trakas, Jim (R)","Fudge, Marcia (D)","Pekarek, Thomas (R)","Robinson, David (D)","Tiberi, Pat (R)","Potter, David (R)","Sutton, Betty (D)","LaTourette, Steven (R)","O'Neill, Bill (D)","Kilroy, Mary Jo (D)","Stivers, Steve (R)","Boccieri, John (D)","Schuring, Kirk (R)","Grassell, Duane (R)","Ryan, Tim (D)","Dailey, Fred (R)","Space, Zack (D)"
9,BUTLER,09-P-AHM,MORGAN TWP MORGAN4,959,714,565,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHN,MORGAN TWP MORGAN5,887,635,486,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AET,OXFORD CITY OXFORD1,1339,672,233,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFC,OXFORD CITY OXFORD10,782,587,244,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFD,OXFORD CITY OXFORD11,1631,724,251,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFE,OXFORD CITY OXFORD12,1475,638,218,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFF,OXFORD CITY OXFORD13,927,628,230,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AEU,OXFORD CITY OXFORD2,1237,553,184,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AEV,OXFORD CITY OXFORD3,1052,826,286,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AEW,OXFORD CITY OXFORD4,958,504,154,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AEX,OXFORD CITY OXFORD5,1152,566,221,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AEY,OXFORD CITY OXFORD6,1364,593,235,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AEZ,OXFORD CITY OXFORD7,1296,482,202,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFA,OXFORD CITY OXFORD8,1194,544,158,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFB,OXFORD CITY OXFORD9,1294,646,221,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHO,OXFORD TWP OXTWP1,1019,765,392,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHP,OXFORD TWP OXTWP2,117,59,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHQ,OXFORD TWP OXTWP3,1037,792,306,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHS,REILY TWP REILY1,900,705,473,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHT,REILY TWP REILY2,1171,902,565,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHU,ROSS TWP ROSS1,747,582,444,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHV,ROSS TWP ROSS2,966,772,587,171,338,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHW,ROSS TWP ROSS3,944,839,646,184,452,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHX,ROSS TWP ROSS4,1047,778,586,169,573,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHY,ROSS TWP ROSS5,379,251,160,79,551,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AHZ,ROSS TWP ROSS6,918,564,374,180,478,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIA,ROSS TWP ROSS7,794,575,403,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKI,SHARONVILLE CITY SHARON1,1260,590,323,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKJ,SHARONVILLE CITY SHARON2,692,514,345,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIB,ST CLAIR TWP STCLAIR1,792,378,186,172,460,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIC,ST CLAIR TWP STCLAIR2,455,329,220,101,553,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AID,ST CLAIR TWP STCLAIR3,524,314,184,124,416,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIE,ST CLAIR TWP STCLAIR4,532,371,256,103,571,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIF,ST CLAIR TWP STCLAIR5,710,397,223,146,624,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIG,ST CLAIR TWP STCLAIR6,828,469,298,149,583,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIH,ST CLAIR TWP STCLAIR7,193,127,74,44,153,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AII,ST CLAIR TWP STCLAIR8,762,537,380,142,371,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFH,TRENTON CITY TRENTON1,758,444,259,171,398,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFI,TRENTON CITY TRENTON2,710,519,351,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFJ,TRENTON CITY TRENTON3,980,630,426,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFK,TRENTON CITY TRENTON4,1213,674,402,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFL,TRENTON CITY TRENTON5,540,394,269,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFM,TRENTON CITY TRENTON6,973,567,349,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AFN,TRENTON CITY TRENTON7,1019,738,500,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-ALY,TRENTON TRENTON8,788,595,383,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-ALZ,TRENTON TRENTON9,606,461,318,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKC,WAYNE TWP WAYNE1,777,618,413,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKD,WAYNE TWP WAYNE2,750,541,397,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKE,WAYNE TWP WAYNE3,366,240,155,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKF,WAYNE TWP WAYNE4,854,643,465,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKG,WAYNE TWP WAYNE5,588,417,270,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKH,WAYNE TWP WAYNE6,42,30,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-ALQ,WEST CHESTER TWP   WC46,1254,975,506,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-ALR,WEST CHESTER TWP   WC47,795,437,242,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIJ,WEST CHESTER TWP WC1,962,617,374,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIS,WEST CHESTER TWP WC10,695,498,333,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIT,WEST CHESTER TWP WC11,900,687,473,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIU,WEST CHESTER TWP WC12,1145,858,515,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIV,WEST CHESTER TWP WC13,898,662,444,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIW,WEST CHESTER TWP WC14,984,662,438,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIX,WEST CHESTER TWP WC15,1136,840,607,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIY,WEST CHESTER TWP WC16,1020,767,469,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIZ,WEST CHESTER TWP WC17,1007,797,550,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJA,WEST CHESTER TWP WC18,738,546,352,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJB,WEST CHESTER TWP WC19,988,615,343,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIK,WEST CHESTER TWP WC2,1069,803,525,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJC,WEST CHESTER TWP WC20,862,637,412,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJD,WEST CHESTER TWP WC21,829,645,427,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJE,WEST CHESTER TWP WC22,966,733,512,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJF,WEST CHESTER TWP WC23,1096,804,554,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJG,WEST CHESTER TWP WC24,1008,756,513,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJH,WEST CHESTER TWP WC25,1110,792,501,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJI,WEST CHESTER TWP WC26,704,482,323,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJJ,WEST CHESTER TWP WC27,676,480,323,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJK,WEST CHESTER TWP WC28,906,558,317,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJL,WEST CHESTER TWP WC29,1333,1162,710,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIL,WEST CHESTER TWP WC3,824,618,441,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJM,WEST CHESTER TWP WC30,871,410,164,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJN,WEST CHESTER TWP WC31,793,592,367,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJO,WEST CHESTER TWP WC32,633,460,312,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJP,WEST CHESTER TWP WC33,764,505,256,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJQ,WEST CHESTER TWP WC34,735,529,333,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJR,WEST CHESTER TWP WC35,984,315,102,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJS,WEST CHESTER TWP WC36,861,556,350,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJT,WEST CHESTER TWP WC37,917,730,507,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJU,WEST CHESTER TWP WC38,900,656,430,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJV,WEST CHESTER TWP WC39,870,637,419,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIM,WEST CHESTER TWP WC4,758,563,356,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJW,WEST CHESTER TWP WC40,783,587,395,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJX,WEST CHESTER TWP WC41,1334,9640,707,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJY,WEST CHESTER TWP WC42,963,726,512,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AJZ,WEST CHESTER TWP WC43,893,684,447,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AKA,WEST CHESTER TWP WC44,1320,709,296,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-ALL,WEST CHESTER TWP WC45,1229,673,374,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AMD,WEST CHESTER TWP WC48,900,620,389,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIN,WEST CHESTER TWP WC5,716,429,284,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIO,WEST CHESTER TWP WC6,870,635,391,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIP,WEST CHESTER TWP WC7,898,674,439,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-AIQ,WEST CHESTER TWP WC8,788,607,433,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BUTLER,09-P-ALK,WEST CHESTER TWP WC9,883,616,353,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CARROLL,10001-AAA,PRECINCT AUGUSTA,1037,753,407,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,351
10,CARROLL,10005-AAE,PRECINCT BROWN TWP A,759,477,211,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,271
10,CARROLL,10006-AAF,PRECINCT BROWN TWP B,700,474,202,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,280
10,CARROLL,10007-AAG,PRECINCT BROWN TWP C,754,528,257,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,274
10,CARROLL,10010-AAQ,PRECINCT CARROLLTON A,982,700,333,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,402
10,CARROLL,10011-AAR,PRECINCT CARROLLTON B,779,527,276,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,295
10,CARROLL,10012-AAS,PRECINCT CARROLLTON C,530,382,200,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,223
10,CARROLL,10013-AAO,PRECINCT CENTER TWP,967,713,362,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,385
10,CARROLL,10014-AAV,PRECINCT EAST TWP,542,405,226,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,184
10,CARROLL,10015-AAW,PRECINCT FOX TWP,629,457,227,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,259
10,CARROLL,10016-AAX,PRECINCT HARRISON A,989,757,425,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,376
10,CARROLL,10017-AAY,PRECINCT HARRISON B,822,589,289,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,337
10,CARROLL,10020-ABD,PRECINCT LEAVITTSVILLE,579,441,238,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,250
10,CARROLL,10018-AAZ,PRECINCT LEE TWP,750,567,307,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,305
10,CARROLL,10019-ABB,PRECINCT LOUDON TWP,691,528,265,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,315
10,CARROLL,10002-AAJ,PRECINCT MALVERN,808,544,206,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,332
10,CARROLL,10003-AAL,PRECINCT MINERVA A,756,515,204,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,300
10,CARROLL,10004-AAM,PRECINCT MINERVA B,488,302,111,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,175
10,CARROLL,10008-AAC,PRECINCT MOHAWK EAST,606,486,288,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,212
10,CARROLL,10009-AAD,PRECINCT MOHAWK WEST,500,400,223,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,182
10,CARROLL,10021-ABE,PRECINCT MONROE,868,640,326,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,372
