,Unnamed: 0,cycle,election,Cand.ID,FEC.ID,NID,ICPSR,ICPSR2,bonica.rid,bonica.cid,Name,Party,State,seat,District,Incum.Chall,cfscore,cfscores.dyn,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,num.givers,num.givers.total,cand.gender,total.disbursements,total.pc.contribs,contribs.from.candidate,unitemized,non.party.ind.exp.for,non.party.ind.exp.against,ind.exp.for,ind.exp.against,comm.cost.for,comm.cost.against,party.coord.exp,party.ind.exp.against,total.receipts,total.indiv.contrib,total.pac.contribs,ran.primary,ran.general,p.elec.stat,s.elec.stat,r.elec.stat,gen.elec.stat,gen.elect.pct,winner,district.partisanship,mu.est80s,mu.est90s,mu.est00s,district.pres.vs,dist.pvs1984,dist.pvs1988,dist.pvs1992,dist.pvs1996,dist.pvs2000,dist.pvs2004,dist.pvs2008,dist.pvs2012,avg.donor.cfscore.in.cd,prop.in.dist.w.org,prop.in.state.w.org,candStatus,fecyear,cand.or.committee,Industry,Sector.Long,Catcode,Catname,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status,before.switch.ICPSR,after.switch.ICPSR,Party.orig
22176,466.88,2008,fd2008,H8TX26058,C00436832,N00029235,H8TX260582008,H8TX26058,cand56760,,"LEACH, FRANCIS KENNETH JR",100,TX,federal:house,TX26,C,-0.54550971,-0.501998331,,,,,13,13,M,974,0,0,0,,,,,,,,,7421,176,0,0,1,W, , ,L,36,L,0.941607475,1.035696983,1.94690311,0.941607475,0.414141417,0.234103397,0.312475294,0.307673901,0.324038595,0.275682211,0.349999994,0.414141417,0.354,0.526150641,0.083333333,0.444444444,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
23555,466.91,2008,fd2008,H2TX26093,C00372532,N00025219,203552008,20355,cand921,3980085468,"BURGESS, MICHAEL CLIFTON",200,TX,federal:house,TX26,I,1.059118823,1.081671711,0.546000004,-0.107000001,0.648,0.278,324,1122,M,1021104,294,0,31367,,,,,,,,,1049108,339704,696873,0,1,W, , ,W,60,W,0.941607475,1.035696983,1.94690311,0.941607475,0.414141417,0.234103397,0.312475294,0.307673901,0.324038595,0.275682211,0.349999994,0.414141417,0.354,0.526150641,0.072755932,0.869286325,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
22951,467.7,2008,fd2008,H4TX27030,C00474908,N00026720,H4TX270302008,H4TX27030,cand48837,,"VADEN, WILLIAM R",200,TX,federal:house,TX27,C,0.871079441,1.284300298,,,,,1,8,M,,,,,,,,,,,,,,,,1,0,,,,,,,0.193325341,-0.466105968,-0.13968803,0.193325341,0.535353541,0.469526589,0.536854208,0.571704268,0.603235006,0.502992034,0.449999988,0.535353541,0.404,0.273567508,0,,P,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
23554,467.71,2008,fd2008,H2TX27026,C00149187,N00005998,150492008,15049,cand635,4695071601,"ORTIZ, SOLOMON P",100,TX,federal:house,TX27,I,0.095722379,0.088986735,-0.272000015,0.591000021,-0.336,0.53,251,1284,M,719709,0,0,9799,,,,,,,,,794981,416695,373800,0,1,W, , ,W,57,W,0.193325341,-0.466105968,-0.13968803,0.193325341,0.535353541,0.469526589,0.536854208,0.571704268,0.603235006,0.502992034,0.449999988,0.535353541,0.404,0.273567508,0.234779041,0.655428346,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
22174,468.62,2008,fd2008,H8TX28195,C00443481,N00029778,H8TX281952008,H8TX28195,cand56780,3932835141,"FISH, JAMES TAYLOR",200,TX,federal:house,TX28,C,3.922146645,3.841661643,,,,,3,3,M,7028,250,0,1150,,,,,,,,,7453,1450,0,0,1,W, , ,L,29,L,0.034013394,,-0.617901325,0.034013394,0.560000002,,,0.6472404,0.662998199,0.571993053,0.474747509,0.560000002,0.586,0.122221608,0.975274454,1,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
23556,468.65,2008,fd2008,H2TX23082,C00371302,N00024978,205332008,20533,cand956,4187404346,"CUELLAR, ROBERTO ENRIQUE",100,TX,federal:house,TX28,I,0.272144715,0.290704481,-0.244000003,0.662,-0.22,0.807,537,2582,M,1178825,169,0,17240.05,,,,,,,,,1423483,843882,575626,0,1,W, , ,W,68,W,0.034013394,,-0.617901325,0.034013394,0.560000002,,,0.6472404,0.662998199,0.571993053,0.474747509,0.560000002,0.586,0.122221608,0.290220677,0.932560519,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
22777,469.65,2008,fd2008,H6TX29049,C00468884,N00027791,H6TX290492008,H6TX29049,cand52950,2548802984,"STORY, LESLIE ERIC",200,TX,federal:house,TX29,C,1.248027897,1.205962846,,,,,8,21,U,13200,250,1165,3685,,,,,,,,,14010,11535,600,0,1,W, , ,L,23,L,-0.448742926,,-0.871643484,-0.448742926,0.620000005,,,0.630724967,0.647559583,0.609089792,0.555555582,0.620000005,0.626,0.214340859,0.020946795,0.962546816,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
23473,469.67,2008,fd2008,H2TX29030,C00254185,N00005870,205292008,20529,cand952,,"GREEN, RAYMOND E. 'GENE'",100,TX,federal:house,TX29,I,-0.46750016,-0.536659489,-0.430999994,0.296000004,-0.402,0.032,94,550,M,1245085,3006,0,29059.9,0,0,0,0,0,0,0,0,1446433,313481,1112256,0,1,W, , ,W,74,W,-0.448742926,,-0.871643484,-0.448742926,0.620000005,,,0.630724967,0.647559583,0.609089792,0.555555582,0.620000005,0.626,0.214340859,0.001986555,0.967990855,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
23561,470.53,2008,fd2008,H2TX00015,C00254573,N00008122,393052008,39305,cand1556,,"JOHNSON, EDDIE BERNICE",100,TX,federal:house,TX30,I,-0.341880461,-0.272150331,-0.503000021,0.159999996,-0.504,0.118,208,1211,M,455462,0,0,10749,,,,,,,,,527856,194660,333196,0,1,W, , ,W,82,W,-1.612683415,,-1.76334703,-1.612683415,0.819999993,,,0.745227873,0.733251572,0.709765673,0.75,0.819999993,0.788,0.110267954,0.066233777,0.795101568,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
22173,471.29,2008,fd2008,H8TX31017,C00437905,N00029288,H8TX310172008,H8TX31017,cand56788,2781914329,"RUIZ, BRIAN PATRICK",100,TX,federal:house,TX31,C,-0.8221715,-0.770981585,,,,,8,8,M,23020,0,0,8458.5,,,,,,,,,23156,21489,0,0,1,W, , ,L,36,L,0.890870631,,,0.890870631,0.419999987,,,,,,0.333333284,0.419999987,0.434,0.472082321,0.437503647,0.895138227,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
23552,471.31,2008,fd2008,H2TX31044,C00371203,N00025095,203562008,20356,cand922,,"CARTER, JOHN RICE",200,TX,federal:house,TX31,I,1.021821672,1.065730077,0.507000029,0.38499999,0.653,0.461,429,1475,M,1053850,0,0,42563.03,,,,,,,,,947701,578706,365825,0,1,W, , ,W,60,W,0.890870631,,,0.890870631,0.419999987,,,,,,0.333333284,0.419999987,0.434,0.472082321,0.233519922,0.955357547,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
22172,472.22,2008,fd2008,H8TX32015,C00443432,N00029783,H8TX320152008,H8TX32015,cand56790,3116065269,"ROBERSON, ERIC NELSON",100,TX,federal:house,TX32,C,-1.007671483,-0.948120378,,,,,68,70,M,110003,0,4124,8880.01,,,,,,,,,109996,98471,1500,0,1,W, , ,L,40,L,0.607524872,,,0.607524872,0.464646459,,,,,,0.400000006,0.464646459,0.444,0.333977068,0.323013403,0.626229812,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
23559,472.25,2008,fd2008,H2TX03126,C00303305,N00005681,297592008,29759,cand1484,3845983360,"SESSIONS, PETER ANDERSON",200,TX,federal:house,TX32,I,1.063418079,1.079836639,0.609000027,-0.023,0.779,0.102,695,4241,M,1629824,0,0,55071.36,,,,,,,,,1808588,1003196,742250,0,1,W, , ,W,57,W,0.607524872,,,0.607524872,0.464646459,,,,,,0.400000006,0.464646459,0.444,0.333977068,0.306647009,0.922409085,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
